"annotation_id","annotator","comment","created_at","id","lead_time","rating","sentiment","updated_at","Вопрос решен","Нравится качество выполнения заявки","Нравится качество работы сотрудников","Нравится скорость отработки заявок","Понравилось выполнение заявки" 
1227,"2","спасибо за оперативность!","2025-05-10T14:43:59.725493Z",4235234,1.28,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-10T14:43:59.725493Z","","","","",""
1228,"2","не понимаю как можно отрапортовать что работа выполнена , когда как скрипела дверь и хлопала так и все осталось без изменений.","2025-05-10T14:44:19.258348Z",4235110,18.728,5,"ни к одному из перечисленных","2025-05-10T14:44:19.258348Z","","","","",""
1229,"2","спасибо","2025-05-10T14:44:21.788390Z",4234638,1.675,5,"Вопрос решен","2025-05-10T14:44:21.788390Z","","","","",""
1230,"2","спасибо за быстрый ответ!","2025-05-10T14:44:24.548256Z",4234477,1.778,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-10T14:44:24.548256Z","","","","",""
1231,"2","благадарю вас за оказанную услугу.","2025-05-10T14:44:30.493610Z",4234433,5.155,5,"Вопрос решен","2025-05-10T14:44:30.493610Z","","","","",""
1232,"2","спасибо , антону, за грамотность в своей работе!","2025-05-10T14:44:40.423147Z",4234406,8.804,5,"{""choices"":[""Нравится качество работы сотрудников"",""Вопрос решен""]}","2025-05-10T14:44:40.423147Z","","","","",""
1233,"2","вопрос не решен!","2025-05-10T14:44:45.546422Z",4234317,1.869,5,"ни к одному из перечисленных","2025-05-10T14:44:45.546422Z","","","","",""
1234,"2","большое спасибо за оперативный ответ!","2025-05-10T14:44:51.332584Z",4234285,4.923,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-10T14:44:51.332584Z","","","","",""
1235,"2","благодарю за оперативность!","2025-05-10T14:44:53.988533Z",4234223,1.478,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-10T14:44:53.988533Z","","","","",""
1236,"2","спасибо дмитрию. пришел оперативно. 
все сделал.","2025-05-10T14:45:14.802703Z",4234085,19.937,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников"",""Вопрос решен""]}","2025-05-10T14:45:14.802703Z","","","","",""
1237,"2","отличный мастер.","2025-05-10T14:45:21.940517Z",4234019,6.189,5,"{""choices"":[""Нравится качество работы сотрудников"",""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-10T14:45:21.940517Z","","","","",""
1238,"2","спасибо!)","2025-05-10T14:45:24.293666Z",4233905,1.26,5,"Вопрос решен","2025-05-10T14:45:24.293666Z","","","","",""
1239,"2","быстро 👍🏻","2025-05-10T14:45:26.750407Z",4233886,1.42,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-10T14:45:26.750407Z","","","","",""
1240,"2","спасибо 🤝","2025-05-10T14:45:28.603016Z",4233881,1.007,5,"Вопрос решен","2025-05-10T14:45:28.603016Z","","","","",""
1241,"2","спасибо 🤝","2025-05-10T14:45:30.597458Z",4233877,1.071,5,"Вопрос решен","2025-05-10T14:45:30.597458Z","","","","",""
1242,"2","спасибо 🤝","2025-05-10T14:45:32.690248Z",4233875,1.098,5,"Вопрос решен","2025-05-10T14:45:32.690248Z","","","","",""
1243,"2","спасибо 👍🏻","2025-05-10T14:45:38.222299Z",4233872,1.072,5,"Вопрос решен","2025-05-10T14:45:38.222299Z","","","","",""
1244,"2","спасибо","2025-05-10T14:45:39.966189Z",4233871,0.932,5,"Вопрос решен","2025-05-10T14:45:39.966189Z","","","","",""
1245,"2","спасибо","2025-05-10T14:45:42.183464Z",4233860,1.095,5,"Вопрос решен","2025-05-10T14:45:42.183464Z","","","","",""
1246,"2","спасибо","2025-05-10T14:45:44.045234Z",4233858,0.94,5,"Вопрос решен","2025-05-10T14:45:44.045234Z","","","","",""
1247,"2","спасибо за оперативное решение заявки!","2025-05-10T14:45:58.933283Z",4233842,2.115,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-10T14:45:58.933283Z","","","","",""
1248,"2","быстро и четко","2025-05-10T14:46:01.699111Z",4233821,1.699,5,"{""choices"":[""Нравится скорость отработки заявок"",""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-10T14:46:01.699111Z","","","","",""
1249,"2","здравствуйте мне нужны подтверждения оплаты а не квитанции. пришлите пожалуйста","2025-05-10T14:46:15.477780Z",4233795,10.011,5,"{""choices"":[""Вопрос решен"",""ни к одному из перечисленных""]}","2025-05-10T14:46:15.477780Z","","","","",""
1250,"2","вопрос за декабрь сумма более 12 т.р из-за чего такая большая разница?","2025-05-10T14:46:25.573305Z",4233537,8.533,5,"ни к одному из перечисленных","2025-05-10T14:46:25.573305Z","","","","",""
1251,"2","быстро со слов сантехника все сделали","2025-05-10T14:46:36.940289Z",4233528,10.508,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-10T14:46:36.940289Z","","","","",""
1252,"2","мастер пришел быстро. пломбу тоже поставил быстро. спасибо","2025-05-10T14:46:47.231028Z",4233496,9.14,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-10T14:46:47.231028Z","","","","",""
1253,"2","по самой консультации вопросов нет. а вот то, что при обновлении приложения ""слетают"" настройки - нехорошо","2025-05-10T14:47:05.990925Z",4233386,17.81,5,"{""choices"":[""Нравится качество работы сотрудников"",""Вопрос решен"",""ни к одному из перечисленных""]}","2025-05-10T14:47:05.990925Z","","","","",""
1254,"2","а как мне получить схемы от застройщика? я боюсь повредить проводку розеток и выключателей при монтаже","2025-05-10T14:47:24.168475Z",4233334,17.096,5,"ни к одному из перечисленных","2025-05-10T14:47:24.168475Z","","","","",""
1255,"2","спасибо за консультацию","2025-05-10T14:47:31.820744Z",4233304,6.45,5,"{""choices"":[""Нравится качество работы сотрудников"",""Вопрос решен""]}","2025-05-10T14:47:31.820744Z","","","","",""
1256,"2","спасибо!!!","2025-05-10T14:47:34.272711Z",4233282,1.231,5,"Вопрос решен","2025-05-10T14:47:34.272711Z","","","","",""
1257,"2","оперативно пришли, выполнили осмотр, составили акт! на все интересующие вопросы ответили. благодарю!","2025-05-10T14:47:50.662626Z",4233035,15.299,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-10T14:47:50.662626Z","","","","",""
1258,"2","все хорошо и быстро.","2025-05-10T14:47:53.641016Z",4233009,1.826,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-10T14:47:53.641016Z","","","","",""
1259,"2","мастер молодец . быстро и все качественно сделал","2025-05-10T14:48:03.623503Z",4232957,7.606,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки"",""Нравится качество работы сотрудников"",""Вопрос решен""]}","2025-05-10T14:48:03.623503Z","","","","",""
1260,"2","оперативно восстановили элетроэнергию.","2025-05-10T14:48:06.737621Z",4232822,2.117,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-10T14:48:06.737621Z","","","","",""
1261,"2","довольно быстро ликвидировали отсутствие электричества.","2025-05-10T14:48:11.689134Z",4232820,4.037,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-10T14:48:11.689134Z","","","","",""
1262,"2","отличный мастер","2025-05-10T14:48:15.825805Z",4232726,2.777,5,"{""choices"":[""Нравится качество работы сотрудников"",""Вопрос решен""]}","2025-05-10T14:48:15.825805Z","","","","",""
1263,"2","спасибо 🙏","2025-05-10T14:48:18.076692Z",4232490,1.085,5,"Вопрос решен","2025-05-10T14:48:18.076692Z","","","","",""
1264,"2","вежливый специалист","2025-05-10T14:48:28.738905Z",4232446,5.07,5,"{""choices"":[""Нравится качество работы сотрудников"",""Вопрос решен""]}","2025-05-10T14:48:28.738905Z","","","","",""
1265,"2","кирилл, спасибо! позвонили, разъяснили, что нет таких ограничении у нас.","2025-05-10T14:48:39.699722Z",4232359,9.918,5,"{""choices"":[""Нравится качество работы сотрудников"",""Вопрос решен""]}","2025-05-10T14:48:39.699722Z","","","","",""
1266,"2","оперативно 👍","2025-05-10T14:48:45.940182Z",4232335,5.088,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-10T14:48:45.940182Z","","","","",""
1267,"2","спасибо большое","2025-05-10T14:48:48.915578Z",4232277,2.102,5,"Вопрос решен","2025-05-10T14:48:48.915578Z","","","","",""
1268,"2","большое спасибо","2025-05-10T14:48:50.923467Z",4232184,0.938,5,"Вопрос решен","2025-05-10T14:48:50.923467Z","","","","",""
1269,"2","ответ на вопрос предоставлен.","2025-05-10T14:48:58.180426Z",4232163,6.308,5,"{""choices"":[""Нравится качество работы сотрудников"",""Вопрос решен""]}","2025-05-10T14:48:58.180426Z","","","","",""
1270,"2","сантехник валерий объяснил все по телефону. пока проблем нет.","2025-05-10T14:49:05.913128Z",4232155,6.727,5,"{""choices"":[""Нравится качество работы сотрудников"",""Вопрос решен""]}","2025-05-10T14:49:05.913128Z","","","","",""
1271,"2","быстро и оперативно. спасибо!","2025-05-10T14:49:09.320114Z",4232114,2.059,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-10T14:49:09.320114Z","","","","",""
1272,"2","спасибо данному сотруднику!!!!!","2025-05-10T14:49:14.897194Z",4232099,4.459,5,"{""choices"":[""Нравится качество работы сотрудников"",""Вопрос решен""]}","2025-05-10T14:49:14.897194Z","","","","",""
1273,"2","спасибо 🌹","2025-05-10T14:49:17.143937Z",4232059,1.237,5,"Вопрос решен","2025-05-10T14:49:17.143937Z","","","","",""
1274,"2","звонки не поступают при звонке","2025-05-10T14:49:24.257209Z",4231772,6.209,5,"ни к одному из перечисленных","2025-05-10T14:49:24.257209Z","","","","",""
1275,"2","спасибо!","2025-05-10T14:49:27.308249Z",4231596,2.057,5,"Вопрос решен","2025-05-10T14:49:27.308249Z","","","","",""
1276,"2","спасибо за быстроту","2025-05-10T14:49:30.686220Z",4231359,2.472,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-10T14:49:30.686220Z","","","","",""
1277,"2","специалист оперативно устранил поломку! очень доволен и благодарим за оперативность). специалисту выписать премию)","2025-05-10T14:49:49.922058Z",4231245,15.855,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников"",""Вопрос решен""]}","2025-05-10T14:49:49.922058Z","","","","",""
1278,"2","отличный мастер","2025-05-10T14:49:54.904514Z",4231171,3.673,5,"{""choices"":[""Нравится качество работы сотрудников"",""Вопрос решен""]}","2025-05-10T14:49:54.904514Z","","","","",""
1279,"2","быстро отреагировали, достаточно быстро устранили течь. вечером сантехник ещё раз пришёл удостовериться, что все в порядке. спасибо","2025-05-10T14:50:07.717562Z",4231128,11.88,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников"",""Вопрос решен""]}","2025-05-10T14:50:07.717562Z","","","","",""
1280,"2","да, спасибо! дверь починили.","2025-05-10T14:50:13.235083Z",4231026,4.424,5,"Вопрос решен","2025-05-10T14:50:13.235083Z","","","","",""
1281,"2","спасибо","2025-05-10T14:50:15.311568Z",4230857,1.193,5,"Вопрос решен","2025-05-10T14:50:15.311568Z","","","","",""
1282,"2","оперативно!","2025-05-10T14:50:17.395337Z",4230835,1.273,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-10T14:50:17.395337Z","","","","",""
1283,"2","спасибо. счетчик заработал","2025-05-10T14:50:22.966038Z",4230799,4.484,5,"Вопрос решен","2025-05-10T14:50:22.966038Z","","","","",""
1284,"2","отличная работа! быстро, качественно, аккуратно. спасибо большое)","2025-05-10T14:50:38.713905Z",4230769,14.814,5,"{""choices"":[""Нравится качество выполнения заявки"",""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-10T14:50:38.713905Z","","","","",""
1285,"2","спасибо, быстро и оперативно!!!","2025-05-10T14:50:44.333632Z",4230767,4.579,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-10T14:50:44.333632Z","","","","",""
1286,"2","счёт на 500 р все ещё в личном кабинете","2025-05-10T14:50:52.032751Z",4230424,6.649,5,"ни к одному из перечисленных","2025-05-10T14:50:52.032751Z","","","","",""
1287,"2","спасибо за оперативность! все настроено","2025-05-10T14:50:58.517478Z",4230360,4.996,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-10T14:50:58.517478Z","","","","",""
1288,"2","спасибо","2025-05-10T14:51:01.262198Z",4230300,1.871,5,"Вопрос решен","2025-05-10T14:51:01.262198Z","","","","",""
1289,"2","вчера мне сказали несколько диспетчеров что заявки не было о протечке с моего жк","2025-05-10T14:51:21.696447Z",4230075,17.038,5,"ни к одному из перечисленных","2025-05-10T14:51:21.696447Z","","","","",""
1290,"2","всё оперативно исправили. молодцы.","2025-05-10T14:51:27.063710Z",4229868,3.874,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников"",""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-10T14:51:27.063710Z","","","","",""
1291,"2","прильи быстро, спасибо","2025-05-10T14:51:39.218119Z",4229707,11.093,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-10T14:51:39.218119Z","","","","",""
1292,"2","спасибо!","2025-05-10T14:51:41.474121Z",4229581,1.019,5,"Вопрос решен","2025-05-10T14:51:41.474121Z","","","","",""
1293,"2","спасибо большое ! оперативно помогли решить вопрос .","2025-05-10T14:51:47.169562Z",4229497,4.517,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-10T14:51:47.169562Z","","","","",""
1294,"2","оперативно решили вопрос.","2025-05-10T14:51:49.760966Z",4229412,1.556,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-10T14:51:49.760966Z","","","","",""
1295,"2","ок. спасибо","2025-05-10T14:51:52.338458Z",4229330,1.308,5,"Вопрос решен","2025-05-10T14:51:52.338458Z","","","","",""
1296,"2","спасибо)","2025-05-10T14:51:54.520034Z",4229267,1.161,5,"Вопрос решен","2025-05-10T14:51:54.520034Z","","","","",""
1297,"2","хороший мужчина консультировал","2025-05-10T14:52:00.138522Z",4229242,4.454,5,"{""choices"":[""Нравится качество работы сотрудников"",""Вопрос решен""]}","2025-05-10T14:52:00.138522Z","","","","",""
1298,"2","очень удобно","2025-05-10T14:52:04.420301Z",4229169,2.783,5,"Вопрос решен","2025-05-10T14:52:04.420301Z","","","","",""
1299,"2","спасибо большое 😊. с уважением евгений!)","2025-05-10T14:52:12.146739Z",4229078,6.53,5,"{""choices"":[""Нравится качество работы сотрудников"",""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-10T14:52:12.146739Z","","","","",""
1300,"2","сантехники приехали оперативно и устранили протечку в смесителе.  спасибо!","2025-05-10T14:52:21.108346Z",4228897,7.835,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников"",""Вопрос решен""]}","2025-05-10T14:52:21.108346Z","","","","",""
1301,"2","спасибо","2025-05-10T14:52:23.750008Z",4228835,1.385,5,"Вопрос решен","2025-05-10T14:52:23.750008Z","","","","",""
1302,"2","спасибо вам","2025-05-10T14:52:30.331531Z",4228815,2.248,5,"Вопрос решен","2025-05-10T14:52:30.331531Z","","","","",""
1303,"2","специалист отличный, вежливый и быстро сделал, я очень довольна.","2025-05-10T14:52:44.669139Z",4228768,13.399,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников"",""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-10T14:52:44.669139Z","","","","",""
1304,"2","оперативно, спасибо!","2025-05-10T14:52:47.390942Z",4228673,1.55,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-10T14:52:47.390942Z","","","","",""
1305,"2","спасибо!","2025-05-10T14:52:49.636281Z",4228577,1.17,5,"Вопрос решен","2025-05-10T14:52:49.636281Z","","","","",""
1306,"2","все работает как надо! спасибо!","2025-05-10T14:52:54.530059Z",4228524,4.027,5,"Вопрос решен","2025-05-10T14:52:54.530059Z","","","","",""
1307,"2","быстро решили проблему , электрики пришли почти сразу после заявки , спасибо, большое","2025-05-10T14:53:11.603873Z",4228491,12.232,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников"",""Вопрос решен""]}","2025-05-10T14:53:11.603873Z","","","","",""
1308,"2","здравствуйте! спасибо огромное специалистам за быстрый ответ и решение нашей проблемы!","2025-05-10T14:53:21.763588Z",4228481,12.898,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников"",""Вопрос решен""]}","2025-05-10T14:53:26.043489Z","","","","",""
1309,"2","спасибо мастеру, все быстро сделал","2025-05-10T14:53:31.281048Z",4228457,4.053,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников"",""Вопрос решен""]}","2025-05-10T14:53:31.281048Z","","","","",""
1310,"2","оперативно и быстро! супер всегда бы так","2025-05-10T14:53:39.956584Z",4228411,7.347,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников"",""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-10T14:53:39.956584Z","","","","",""
1311,"2","спасибо","2025-05-10T14:53:45.190551Z",4228322,2.068,5,"Вопрос решен","2025-05-10T14:53:45.190551Z","","","","",""
1312,"2","молодцы спасибо","2025-05-10T14:53:47.465563Z",4228315,1.41,5,"{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-10T14:53:47.465563Z","","","","",""
1313,"2","устное разрешение на установку кодового замка получено.после установки сообщим код в управляющую компанию.спасибо","2025-05-10T14:54:21.026723Z",4228313,32.475,5,"ни к одному из перечисленных","2025-05-10T14:54:21.026723Z","","","","",""
1314,"2","детализация предоставлена с 06.2024 была закащана с 01.2024. просьба выдать на все месяцы 2024 года","2025-05-10T14:54:40.452813Z",4228280,17.739,5,"ни к одному из перечисленных","2025-05-10T14:54:40.452813Z","","","","",""
1315,"2","спасибо за оперативность)","2025-05-10T14:54:43.646738Z",4228161,2.027,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-10T14:54:43.646738Z","","","","",""
1316,"2","спасибо за оперативность!","2025-05-10T14:54:46.126172Z",4228059,1.281,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-10T14:54:46.126172Z","","","","",""
1317,"2","слишком часто ломаются лифты!","2025-05-10T14:54:54.622902Z",4227944,7.292,5,"ни к одному из перечисленных","2025-05-10T14:54:54.622902Z","","","","",""
1318,"2","слишком часто ломаются лифты","2025-05-10T14:54:58.153502Z",4227942,2.527,5,"ни к одному из перечисленных","2025-05-10T14:54:58.153502Z","","","","",""
1319,"2","все замечательно","2025-05-10T14:55:01.313155Z",4227915,1.793,5,"{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-10T14:55:01.313155Z","","","","",""
1320,"2","спасибо большое за помощь в решении вопроса.","2025-05-10T14:55:07.246356Z",4227850,4.608,5,"Вопрос решен","2025-05-10T14:55:07.246356Z","","","","",""
1321,"2","на этот раз быстро отключили, спасибо!","2025-05-10T14:55:46.842762Z",4227759,8.335,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-10T14:55:46.842762Z","","","","",""
1322,"2","спасибо за оперативный ответ","2025-05-10T14:55:50.517211Z",4227749,2.633,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-10T14:55:50.517211Z","","","","",""
1323,"2","оценка за оперативность — отлично, за уборку — хорошо. спасибо!","2025-05-10T14:55:59.710305Z",4227554,8.368,5,"{""choices"":[""Нравится скорость отработки заявок"",""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-10T14:55:59.710305Z","","","","",""
1324,"2","👍👍👍👍👍👍👍👍👍👍👍👍","2025-05-10T14:56:02.316562Z",4227515,1.617,5,"Вопрос решен","2025-05-10T14:56:02.316562Z","","","","",""
1325,"2","благодарю за оперативность.","2025-05-10T14:56:05.106384Z",4227511,1.786,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-10T14:56:05.106384Z","","","","",""
1326,"2","спасибо!","2025-05-10T14:56:07.927320Z",4227504,1.968,5,"Вопрос решен","2025-05-10T14:56:07.927320Z","","","","",""
1327,"2","приходила в ук мне сказали за деньги купить себе новый ключ, на каком основании? выдали не рабочие и теперь платя 2500 за домофон я ещё и ключи должна покупать, соседям дали бесплатно","2025-05-10T14:56:35.320089Z",4227480,26.22,5,"ни к одному из перечисленных","2025-05-10T14:56:35.320089Z","","","","",""
1328,"2","спасибо большое!!!!","2025-05-10T14:56:37.692134Z",4227323,1.413,5,"Вопрос решен","2025-05-10T14:56:37.692134Z","","","","",""
1329,"2","оперативно!спасибо!","2025-05-10T14:56:40.208041Z",4227268,1.601,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-10T14:56:40.208041Z","","","","",""
1330,"2","огромное спасибо! вопрос был решен быстро! специалист профессионал в своем деле!","2025-05-10T14:56:47.054729Z",4227035,5.968,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников"",""Вопрос решен""]}","2025-05-10T14:56:47.054729Z","","","","",""
1331,"2","починили","2025-05-10T14:56:50.501793Z",4226978,2.379,5,"Вопрос решен","2025-05-10T14:56:50.501793Z","","","","",""
1332,"2","спасибо, что быстро отреагировали. проблема решена.","2025-05-10T14:56:55.873367Z",4226802,4.566,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-10T14:56:55.873367Z","","","","",""
1333,"2","спасибо, оперативно","2025-05-10T14:56:58.338024Z",4226795,1.294,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-10T14:56:58.338024Z","","","","",""
1334,"2","спасибо большое
оперативно","2025-05-10T14:57:01.118133Z",4226768,1.303,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-10T14:57:01.119134Z","","","","",""
1335,"2","приятно удивлена. вопрос решился менее чем за сутки! спасибо, так красиво теперь и ничего не отравляет воздух и не портит вид!!","2025-05-10T14:57:23.180623Z",4226734,18.35,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-10T14:57:23.180623Z","","","","",""
1336,"2","все прекрасно спасибо","2025-05-10T14:57:27.131079Z",4226718,2.865,5,"{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-10T14:57:27.132082Z","","","","",""
1337,"2","спасибо","2025-05-10T14:57:29.341199Z",4226715,1.336,5,"Вопрос решен","2025-05-10T14:57:29.341199Z","","","","",""
1338,"2","спасибо, всё быстро устранено","2025-05-10T14:57:34.143833Z",4226706,3.896,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-10T14:57:34.143833Z","","","","",""
1339,"2","здорово что подсказали, не за что бы сам не догадался.","2025-05-10T14:57:43.641124Z",4226692,8.61,5,"{""choices"":[""Нравится качество работы сотрудников"",""Вопрос решен""]}","2025-05-10T14:57:43.641124Z","","","","",""
1340,"2","спасибо!","2025-05-10T14:57:45.657829Z",4226689,1.065,5,"Вопрос решен","2025-05-10T14:57:45.657829Z","","","","",""
1341,"2","спасибо за оперативность.","2025-05-10T14:57:48.036378Z",4226672,1.247,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-10T14:57:48.036378Z","","","","",""
1342,"2","спасибо куприянову и.и.!!!","2025-05-10T14:57:54.453155Z",4226652,5.478,5,"{""choices"":[""Нравится качество работы сотрудников"",""Вопрос решен""]}","2025-05-10T14:57:54.453155Z","","","","",""
1343,"2","большое спасибо!!","2025-05-10T14:57:56.859972Z",4226642,1.308,5,"Вопрос решен","2025-05-10T14:57:56.859972Z","","","","",""
1344,"2","спасибо большое что есть специалисты в ук которым небезразлично!! спасибо куприянову и.и.","2025-05-10T14:58:07.220049Z",4226636,8.872,5,"{""choices"":[""Нравится качество работы сотрудников"",""Вопрос решен""]}","2025-05-10T14:58:07.220049Z","","","","",""
1345,"2","👍👍👍","2025-05-10T14:58:09.228075Z",4226500,1.07,5,"Вопрос решен","2025-05-10T14:58:09.228075Z","","","","",""
1346,"2","сами устранили","2025-05-10T14:58:13.987079Z",4226465,3.698,5,"Вопрос решен","2025-05-10T14:58:13.987079Z","","","","",""
1347,"2","быстро исправили причину шума щитка. спасибо за оперативность","2025-05-10T14:58:21.751390Z",4226443,6.78,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-10T14:58:21.751390Z","","","","",""
1348,"2","спасибо большое за разъяснения,теперь все ясно и понятно.","2025-05-10T14:58:27.845207Z",4226268,5.306,5,"{""choices"":[""Нравится качество работы сотрудников"",""Вопрос решен""]}","2025-05-10T14:58:27.845207Z","","","","",""
1349,"2","спасибо","2025-05-10T14:58:29.798395Z",4226194,1.069,5,"Вопрос решен","2025-05-10T14:58:29.798395Z","","","","",""
1350,"2","оперативно отреагировали быстро сделали спасибо","2025-05-10T14:58:39.773697Z",4226175,5.854,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-10T14:58:39.773697Z","","","","",""
1351,"2","спасибо,скажите пожалуйста,на андроид откуда можно скачать данное приложение? не получается,пишет,что не поддерживается","2025-05-10T14:59:04.557009Z",4226089,18.113,5,"{""choices"":[""Вопрос решен"",""ни к одному из перечисленных""]}","2025-05-10T14:59:04.557009Z","","","","",""
1352,"2","молодцы","2025-05-10T14:59:08.920539Z",4226052,3.446,5,"{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-10T14:59:08.920539Z","","","","",""
1353,"2","спасибо за скорость работы 👍","2025-05-10T14:59:12.497597Z",4225989,2.565,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-10T14:59:12.497597Z","","","","",""
1354,"2","спасибо большое!","2025-05-10T14:59:15.497825Z",4225869,1.998,5,"Вопрос решен","2025-05-10T14:59:15.497825Z","","","","",""
1355,"2","стулья привезли, а зеркало нет.","2025-05-10T14:59:22.430722Z",4225811,6.176,5,"ни к одному из перечисленных","2025-05-10T14:59:22.430722Z","","","","",""
1356,"2","сантехник пришёл всё сделал","2025-05-10T14:59:27.885777Z",4225753,4.485,5,"{""choices"":[""Нравится качество работы сотрудников"",""Вопрос решен""]}","2025-05-10T14:59:27.885777Z","","","","",""
1357,"2","спасибо! александр все оперативно выполнил. очень внимательно и уважительно исполнил заказ.","2025-05-10T14:59:36.121376Z",4225724,7.251,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников"",""Вопрос решен""]}","2025-05-10T14:59:36.121376Z","","","","",""
1358,"2","отлично!","2025-05-10T14:59:39.212932Z",4225701,2.159,5,"{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-10T14:59:39.212932Z","","","","",""
1359,"2","спасибо большое","2025-05-10T14:59:41.831546Z",4225682,1.71,5,"Вопрос решен","2025-05-10T14:59:41.831546Z","","","","",""
1360,"2","супер!","2025-05-10T14:59:43.912136Z",4225669,1.078,5,"{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-10T14:59:43.912136Z","","","","",""
1361,"2","спасибо ❤️","2025-05-10T14:59:46.174764Z",4225658,1.165,5,"Вопрос решен","2025-05-10T14:59:46.174764Z","","","","",""
